150 	57 	5	VWC 	57 
150 	57 	5	VWC 	57 
152 	57 	11	VWC 	57 
152 	57 	11	VWC 	57 
154 	56 	17	VWC 	56 
154 	56 	17	VWC 	56 
156 	59 	22	VWC 	59 
156 	59 	22	VWC 	59 
158 	56 	28	VWC 	56 
158 	56 	28	VWC 	56 
160 	58 	34	VWC 	58 
160 	58 	34	VWC 	58 
162 	56 	39	VWC 	56 
162 	56 	39	VWC 	56 
164 	57 	45	VWC 	57 
164 	57 	45	VWC 	57 
166 	58 	51
166 	58 	51
Send:CMD_HEATER_ON
Send:CMD_HEATER_ON
	VWC 	58 
	VWC 	58 
168 	56 	57	VWC 	56 
168 	56 	57	VWC 	56 
170 	56 	56	VWC 	56 
170 	56 	56	VWC 	56 
172 	58 	57	VWC 	58 
172 	58 	57	VWC 	58 
174 	57 	57	VWC 	57 
174 	57 	57	VWC 	57 
176 	58 	57	VWC 	58 
176 	58 	57	VWC 	58 
178 	57 	57	VWC 	57 
178 	57 	57	VWC 	57 
180 	58 	57	VWC 	58 
180 	58 	57	VWC 	58 
182 	57 	57	VWC 	57 
182 	57 	57	VWC 	57 
184 	57 	57	VWC 	57 
184 	57 	57	VWC 	57 
186 	58 	57	VWC 	58 
186 	58 	57	VWC 	58 
188 	58 	57	VWC 	58 
188 	58 	57	VWC 	58 
190 	56 	57	VWC 	56 
190 	56 	57	VWC 	56 
192 	58 	57	VWC 	58 
192 	58 	57	VWC 	58 
194 	58 	57	VWC 	58 
194 	58 	57	VWC 	58 
196 	59 	57	VWC 	59 
196 	59 	57	VWC 	59 
198 	57 	57	VWC 	57 
198 	57 	57	VWC 	57 
200 	58 	57	VWC 	58 
200 	58 	57	VWC 	58 
202 	57 	57	VWC 	57 
202 	57 	57	VWC 	57 
204 	57 	57	VWC 	57 
204 	57 	57	VWC 	57 
206 	57 	57	VWC 	57 
206 	57 	57	VWC 	57 
208 	58 	57	VWC 	58 
208 	58 	57	VWC 	58 
210 	58 	57	VWC 	58 
210 	58 	57	VWC 	58 
212 	56 	57	VWC 	56 
212 	56 	57	VWC 	56 
214 	57 	57	VWC 	57 
214 	57 	57	VWC 	57 
216 	56 	57	VWC 	56 
216 	56 	57	VWC 	56 
218 	57 	57	VWC 	57 
218 	57 	57	VWC 	57 
220 	59 	57	VWC 	59 
220 	59 	57	VWC 	59 
222 	58 	57	VWC 	58 
222 	58 	57	VWC 	58 
224 	57 	57	VWC 	57 
224 	57 	57	VWC 	57 
226 	58 	57	VWC 	58 
226 	58 	57	VWC 	58 
228 	57 	57	VWC 	57 
228 	57 	57	VWC 	57 
230 	57 	57	VWC 	57 
230 	57 	57	VWC 	57 
232 	57 	57	VWC 	57 
232 	57 	57	VWC 	57 
234 	58 	57	VWC 	58 
234 	58 	57	VWC 	58 
236 	57 	57	VWC 	57 
236 	57 	57	VWC 	57 
238 	59 	57	VWC 	59 
238 	59 	57	VWC 	59 
240 	57 	57	VWC 	57 
240 	57 	57	VWC 	57 
242 	57 	57	VWC 	57 
242 	57 	57	VWC 	57 
244 	58 	57	VWC 	58 
244 	58 	57	VWC 	58 
246 	58 	57	VWC 	58 
246 	58 	57	VWC 	58 
248 	56 	57	VWC 	56 
248 	56 	57	VWC 	56 
250 	57 	57	VWC 	57 
250 	57 	57	VWC 	57 
252 	58 	57	VWC 	58 
252 	58 	57	VWC 	58 
254 	58 	57	VWC 	58 
254 	58 	57	VWC 	58 
256 	58 	57	VWC 	58 
256 	58 	57	VWC 	58 
258 	57 	57	VWC 	57 
258 	57 	57	VWC 	57 
260 	57 	57	VWC 	57 
260 	57 	57	VWC 	57 
262 	58 	57	VWC 	58 
262 	58 	57	VWC 	58 
264 	59 	57	VWC 	59 
264 	59 	57	VWC 	59 
266 	60 	57	VWC 	60 
266 	60 	57	VWC 	60 
268 	57 	57	VWC 	57 
268 	57 	57	VWC 	57 
270 	57 	57	VWC 	57 
270 	57 	57	VWC 	57 
272 	58 	57	VWC 	58 
272 	58 	57	VWC 	58 
274 	58 	57	VWC 	58 
274 	58 	57	VWC 	58 
276 	57 	57	VWC 	57 
276 	57 	57	VWC 	57 
278 	59 	58	VWC 	59 
278 	59 	58	VWC 	59 
280 	56 	57	VWC 	56 
280 	56 	57	VWC 	56 
282 	57 	57	VWC 	57 
282 	57 	57	VWC 	57 
284 	58 	57	VWC 	58 
284 	58 	57	VWC 	58 
286 	57 	57	VWC 	57 
286 	57 	57	VWC 	57 
288 	57 	57	VWC 	57 
288 	57 	57	VWC 	57 
290 	57 	57	VWC 	57 
290 	57 	57	VWC 	57 
292 	57 	57	VWC 	57 
292 	57 	57	VWC 	57 
294 	58 	57	VWC 	58 
294 	58 	57	VWC 	58 
296 	58 	57	VWC 	58 
296 	58 	57	VWC 	58 
298 	57 	57	VWC 	57 
298 	57 	57	VWC 	57 
300 	57 	57	VWC 	57 
300 	57 	57	VWC 	57 
302 	57 	57	VWC 	57 
302 	57 	57	VWC 	57 
304 	56 	57	VWC 	56 
304 	56 	57	VWC 	56 
306 	58 	57	VWC 	58 
306 	58 	57	VWC 	58 
308 	58 	57	VWC 	58 
308 	58 	57	VWC 	58 
310 	56 	57	VWC 	56 
310 	56 	57	VWC 	56 
312 	58 	57	VWC 	58 
